emp_name,hours_worked,hourly_rate_emp,total_wage,total_tips,hourly_rate_avg,tips_avg,source
THE CLOAK ROOM,152.0,5.0,4318.9,152.2,29.42,1.0,ESSP
THE CLOAK ROOM,382.0,11.0,4434.42,6909.82,29.7,18.09,ESSP
THE CLOAK ROOM,209.0,5.0,3925.0,470.0,21.03,2.25,ESSP
THE CLOAK ROOM,387.0,11.0,4314.48,7250.38,29.88,18.73,ESSP
THE CLOAK ROOM,210.0,5.0,1416.6,8399.41,46.74,40.0,ESSP
THE CLOAK ROOM,26.0,5.0,632.4,211.0,32.44,8.12,ESSP
THE CLOAK ROOM,152.0,5.0,7925.8,63.0,52.56,0.41,ESSP
THE CLOAK ROOM,27.0,15.0,403.5,268.28,24.88,9.94,ESSP
THE CLOAK ROOM,53.0,5.0,1165.15,82.0,23.53,1.55,ESSP
THE CLOAK ROOM,520.0,48.07,21923.06,5959.75,53.62,11.46,ESSP
THE CLOAK ROOM,253.0,5.0,6975.25,260.0,28.6,1.03,ESSP
THE CLOAK ROOM,8.0,5.0,38.9,122.12,20.13,15.27,ESSP
THE CLOAK ROOM,74.0,15.0,1037.35,1001.44,27.55,13.53,ESSP
THE CLOAK ROOM,184.0,5.0,918.65,8819.08,52.92,47.93,ESSP
THE CLOAK ROOM,219.0,11.0,2674.08,6021.23,39.7,27.49,ESSP
THE CLOAK ROOM,160.0,10.0,1842.55,4112.0,37.22,25.7,ESSP
THE CLOAK ROOM,400.0,11.0,4576.06,7547.05,30.31,18.87,ESSP
THE CLOAK ROOM,7.0,5.0,34.35,69.0,14.76,9.86,ESSP
THE CLOAK ROOM,40.0,5.0,951.25,164.0,27.88,4.1,ESSP
THE CLOAK ROOM,249.0,5.0,8551.1,11494.27,80.5,46.16,ESSP
THE CLOAK ROOM,180.0,5.0,1217.0,7102.07,46.22,39.46,ESSP
THE CLOAK ROOM,251.0,5.0,1254.65,12777.73,55.91,50.91,ESSP
THE CLOAK ROOM,320.0,18.0,4911.23,6732.67,36.39,21.04,ESSP
POR JAI LLC,150.0,50.0,7500.0,1000.0,56.67,6.67,ESSP
POR JAI LLC,120.0,5.0,600.0,4770.09,44.75,39.75,ESSP
POR JAI LLC,160.0,5.0,800.0,4862.68,35.39,30.39,ESSP
BAR DI BARI LLC,112.0,500.0,558.0,2353.0,25.99,21.01,ESSP
BAR DI BARI LLC,139.0,0.0,1385.0,1178.0,18.44,8.47,ESSP
BAR DI BARI LLC,219.0,100.0,2407.0,2464.0,22.24,11.25,ESSP
BAR DI BARI LLC,208.0,500.0,1039.0,6647.0,36.95,31.96,ESSP
BAR DI BARI LLC,510.0,500.0,2552.0,14256.0,32.96,27.95,ESSP
BAR DI BARI LLC,100.0,500.0,49.0,428.0,4.77,4.28,ESSP
BAR DI BARI LLC,359.0,100.0,3946.0,5918.0,27.48,16.48,ESSP
BAR DI BARI LLC,213.0,500.0,1065.0,4803.0,27.55,22.55,ESSP
DISTRICT PUB GROUP LLC,168.0,5.0,839.95,6264.91,42.29,37.29,ESSP
DISTRICT PUB GROUP LLC,53.0,5.0,262.5,1455.35,32.41,27.46,ESSP
DISTRICT PUB GROUP LLC,146.0,6.24,913.84,3591.8,30.86,24.6,ESSP
DISTRICT PUB GROUP LLC,150.0,5.0,750.0,4958.82,38.06,33.06,ESSP
DISTRICT PUB GROUP LLC,6.0,6.5,38.68,142.48,30.19,23.75,ESSP
DISTRICT PUB GROUP LLC,148.0,5.0,737.65,5200.32,40.12,35.14,ESSP
DISTRICT PUB GROUP LLC,74.0,5.0,371.7,2923.64,44.53,39.51,ESSP
DISTRICT PUB GROUP LLC,257.0,5.0,1285.55,9112.48,40.46,35.46,ESSP
DISTRICT PUB GROUP LLC,235.0,5.0,1173.75,7438.32,36.65,31.65,ESSP
DISTRICT PUB GROUP LLC,265.0,6.66,1767.51,5577.66,27.72,21.05,ESSP
DISTRICT PUB GROUP LLC,109.0,5.0,543.5,3853.93,40.34,35.36,ESSP
CHUPACABRA LLC,229.0,10.0,2851.0,3097.0,25.97,13.52,ESSP
CHUPACABRA LLC,152.0,10.0,2004.0,2339.0,28.57,15.39,ESSP
WALMAY GLOBAL RESOURCE LLC,450.0,15.0,9000.0,2250.0,25.0,5.0,ESSP
WALMAY GLOBAL RESOURCE LLC,40.0,15.0,2484.0,1884.0,109.2,47.1,ESSP
DONBURI,411.0,15.75,6475.61,1541.83,19.51,3.75,ESSP
DONBURI,408.0,15.75,6434.66,1532.1,19.53,3.76,ESSP
DONBURI,388.0,15.75,6122.18,1457.66,19.54,3.76,ESSP
DONBURI,374.0,15.25,5711.74,842.72,17.53,2.25,ESSP
DONBURI,376.0,15.0,5649.45,482.9,16.31,1.28,ESSP
RESTAURANT PERSONNEL INC,338.0,15.0,6922.7,1650.32,25.36,4.88,ESSP
RESTAURANT PERSONNEL INC,272.0,17.0,6042.27,1441.41,27.51,5.3,ESSP
RESTAURANT PERSONNEL INC,350.0,20.0,9108.09,1973.44,31.66,5.64,ESSP
RESTAURANT PERSONNEL INC,246.0,15.0,5043.87,879.66,24.08,3.58,ESSP
RESTAURANT PERSONNEL INC,267.0,5.05,13575.64,10513.33,90.22,39.38,ESSP
RESTAURANT PERSONNEL INC,48.0,5.1,2599.24,1903.0,93.8,39.65,ESSP
RESTAURANT PERSONNEL INC,463.0,5.05,23807.97,19565.54,93.68,42.26,ESSP
RESTAURANT PERSONNEL INC,226.0,19.0,5400.43,1314.0,29.71,5.81,ESSP
RESTAURANT PERSONNEL INC,345.0,5.05,14500.15,12007.15,76.83,34.8,ESSP
RESTAURANT PERSONNEL INC,385.0,23.0,9805.81,1600.0,29.63,4.16,ESSP
RESTAURANT PERSONNEL INC,402.0,5.05,19710.78,17530.5,92.64,43.61,ESSP
RESTAURANT PERSONNEL INC,43.0,16.0,741.3,6.0,17.38,0.14,ESSP
RESTAURANT PERSONNEL INC,327.0,5.05,16649.24,14839.0,96.29,45.38,ESSP
RESTAURANT PERSONNEL INC,123.0,16.0,2477.07,607.5,25.08,4.94,ESSP
RESTAURANT PERSONNEL INC,318.0,15.0,6756.62,1924.92,27.3,6.05,ESSP
RESTAURANT PERSONNEL INC,347.0,5.05,19541.27,17759.0,107.49,51.18,ESSP
RESTAURANT PERSONNEL INC,390.0,5.05,20111.43,17172.21,95.6,44.03,ESSP
RESTAURANT PERSONNEL INC,49.0,15.0,854.47,118.88,19.86,2.43,ESSP
RESTAURANT PERSONNEL INC,104.0,5.05,3673.42,2961.49,63.8,28.48,ESSP
RESTAURANT PERSONNEL INC,446.0,5.05,25901.28,23143.98,109.97,51.89,ESSP
RESTAURANT PERSONNEL INC,129.0,5.05,4199.9,3543.0,60.02,27.47,ESSP
RESTAURANT PERSONNEL INC,334.0,10.0,11381.95,7906.0,57.75,23.67,ESSP
RESTAURANT PERSONNEL INC,349.0,10.0,15271.6,9109.5,69.86,26.1,ESSP
RESTAURANT PERSONNEL INC,362.0,15.0,13341.44,7681.0,58.07,21.22,ESSP
RESTAURANT PERSONNEL INC,347.0,17.0,8086.34,1454.14,27.49,4.19,ESSP
RESTAURANT PERSONNEL INC,401.0,5.05,11823.2,8873.47,51.61,22.13,ESSP
RESTAURANT PERSONNEL INC,278.0,5.05,14055.94,12519.87,95.6,45.04,ESSP
RESTAURANT PERSONNEL INC,288.0,5.05,14077.35,11921.4,90.27,41.39,ESSP
RESTAURANT PERSONNEL INC,353.0,10.0,13524.83,9981.1,66.59,28.28,ESSP
RESTAURANT PERSONNEL INC,42.0,17.0,1116.42,422.5,36.64,10.06,ESSP
RESTAURANT PERSONNEL INC,72.0,8.0,1431.1,834.0,31.46,11.58,ESSP
RESTAURANT PERSONNEL INC,369.0,5.05,15667.65,13718.0,79.64,37.18,ESSP
RESTAURANT PERSONNEL INC,388.0,5.05,17301.73,15145.56,83.63,39.03,ESSP
RESTAURANT PERSONNEL INC,458.0,23.0,16970.51,6264.0,50.73,13.68,ESSP
RESTAURANT PERSONNEL INC,305.0,5.05,19703.09,18093.29,123.92,59.32,ESSP
RESTAURANT PERSONNEL INC,286.0,5.1,14038.3,12043.0,91.19,42.11,ESSP
RESTAURANT PERSONNEL INC,352.0,22.0,9855.64,660.98,29.88,1.88,ESSP
RESTAURANT PERSONNEL INC,365.0,5.05,18751.56,16595.2,96.84,45.47,ESSP
RESTAURANT PERSONNEL INC,410.0,5.05,10826.78,8024.22,45.98,19.57,ESSP
RESTAURANT PERSONNEL INC,224.0,17.0,5540.49,2109.96,34.15,9.42,ESSP
RESTAURANT PERSONNEL INC,388.0,5.05,21656.11,18455.55,103.38,47.57,ESSP
RESTAURANT PERSONNEL INC,390.0,5.05,23713.71,21605.27,116.2,55.4,ESSP
RESTAURANT PERSONNEL INC,444.0,10.0,18295.43,12467.95,69.29,28.08,ESSP
RESTAURANT PERSONNEL INC,378.0,5.05,17082.77,14678.81,84.03,38.83,ESSP
RESTAURANT PERSONNEL INC,61.0,8.0,2313.88,1014.0,54.56,16.62,ESSP
RESTAURANT PERSONNEL INC,167.0,5.05,8776.95,7919.0,99.98,47.42,ESSP
RESTAURANT PERSONNEL INC,100.0,17.0,2156.6,426.0,25.83,4.26,ESSP
RESTAURANT PERSONNEL INC,136.0,5.05,4189.92,2998.15,52.85,22.05,ESSP
RESTAURANT PERSONNEL INC,288.0,9.0,9774.02,7052.0,58.42,24.49,ESSP
RESTAURANT PERSONNEL INC,261.0,20.0,6761.0,774.35,28.87,2.97,ESSP
RESTAURANT PERSONNEL INC,259.0,6.0,5795.35,1786.0,29.27,6.9,ESSP
RESTAURANT PERSONNEL INC,126.0,5.05,4310.77,3062.55,58.52,24.31,ESSP
RESTAURANT PERSONNEL INC,426.0,5.05,15086.79,12069.86,63.75,28.33,ESSP
RESTAURANT PERSONNEL INC,462.0,5.05,20998.12,18491.75,85.48,40.03,ESSP
RESTAURANT PERSONNEL INC,224.0,20.0,6294.13,1629.0,35.37,7.27,ESSP
RESTAURANT PERSONNEL INC,481.0,10.0,18652.75,11949.69,63.62,24.84,ESSP
RESTAURANT PERSONNEL INC,108.0,8.0,2111.16,1187.0,30.54,10.99,ESSP
RESTAURANT PERSONNEL INC,157.0,18.0,4623.7,1264.0,37.5,8.05,ESSP
RESTAURANT PERSONNEL INC,123.0,23.0,7968.47,754.41,70.92,6.13,ESSP
RESTAURANT PERSONNEL INC,88.0,30.0,6018.46,2893.66,101.27,32.88,ESSP
RESTAURANT PERSONNEL INC,364.0,5.05,18180.2,15047.45,91.28,41.34,ESSP
RESTAURANT PERSONNEL INC,392.0,5.05,17459.97,15184.26,83.28,38.74,ESSP
RESTAURANT PERSONNEL INC,455.0,5.05,14921.96,11474.65,58.01,25.22,ESSP
RESTAURANT PERSONNEL INC,173.0,5.05,5484.05,4045.43,55.08,23.38,ESSP
RESTAURANT PERSONNEL INC,112.0,5.05,2522.31,1601.24,36.82,14.3,ESSP
RESTAURANT PERSONNEL INC,341.0,10.0,12691.85,9281.75,64.44,27.22,ESSP
RESTAURANT PERSONNEL INC,143.0,5.05,6459.53,5623.0,84.49,39.32,ESSP
RESTAURANT PERSONNEL INC,635.0,5.05,23238.64,17792.99,64.62,28.02,ESSP
RESTAURANT PERSONNEL INC,418.0,6.0,15095.46,8681.0,56.88,20.77,ESSP
RESTAURANT PERSONNEL INC,124.0,15.0,2720.35,789.79,28.31,6.37,ESSP
RESTAURANT PERSONNEL INC,291.0,5.05,8467.46,6411.96,51.13,22.03,ESSP
RESTAURANT PERSONNEL INC,129.0,19.0,2291.21,67.0,18.28,0.52,ESSP
RESTAURANT PERSONNEL INC,327.0,6.0,8153.12,5831.0,42.76,17.83,ESSP
RESTAURANT PERSONNEL INC,551.0,5.1,22304.54,18235.02,73.57,33.09,ESSP
RESTAURANT PERSONNEL INC,387.0,5.05,22046.68,19035.41,106.16,49.19,ESSP
RESTAURANT PERSONNEL INC,297.0,5.05,14595.19,12955.0,92.76,43.62,ESSP
RESTAURANT PERSONNEL INC,162.0,5.05,4542.76,3376.29,48.88,20.84,ESSP
RESTAURANT PERSONNEL INC,390.0,5.05,14540.99,12068.56,68.23,30.95,ESSP
RESTAURANT PERSONNEL INC,326.0,5.05,15295.27,12472.73,85.18,38.26,ESSP
RESTAURANT PERSONNEL INC,383.0,5.05,20039.36,17571.5,98.2,45.88,ESSP
RESTAURANT PERSONNEL INC,373.0,10.0,13528.93,9249.28,61.07,24.8,ESSP
RESTAURANT PERSONNEL INC,205.0,5.05,15121.04,12567.5,135.07,61.3,ESSP
RESTAURANT PERSONNEL INC,414.0,5.05,11195.53,7960.3,46.27,19.23,ESSP
RESTAURANT PERSONNEL INC,344.0,5.05,16796.03,14303.35,90.41,41.58,ESSP
RESTAURANT PERSONNEL INC,56.0,15.0,1210.58,231.82,25.76,4.14,ESSP
RESTAURANT PERSONNEL INC,268.0,5.05,12543.66,10696.86,86.72,39.91,ESSP
RESTAURANT PERSONNEL INC,343.0,5.05,15177.2,12914.96,81.9,37.65,ESSP
RESTAURANT PERSONNEL INC,497.0,15.0,11303.7,3461.51,29.71,6.96,ESSP
RESTAURANT PERSONNEL INC,318.0,5.05,14989.93,11984.75,84.83,37.69,ESSP
RESTAURANT PERSONNEL INC,224.0,5.1,10033.04,8168.5,81.26,36.47,ESSP
RESTAURANT PERSONNEL INC,194.0,22.0,4680.55,1180.14,30.21,6.08,ESSP
RESTAURANT PERSONNEL INC,194.0,5.05,8140.31,7124.0,78.68,36.72,ESSP
RESTAURANT PERSONNEL INC,311.0,5.05,14866.75,12290.0,87.32,39.52,ESSP
RESTAURANT PERSONNEL INC,462.0,5.05,22278.11,19715.0,90.89,42.67,ESSP
RESTAURANT PERSONNEL INC,534.0,5.05,16519.38,13011.52,55.3,24.37,ESSP
RESTAURANT PERSONNEL INC,269.0,6.0,5415.67,3571.0,33.41,13.28,ESSP
RESTAURANT PERSONNEL INC,253.0,6.0,9423.7,5481.0,58.91,21.66,ESSP
RESTAURANT PERSONNEL INC,426.0,10.0,17124.58,11713.17,67.69,27.5,ESSP
RESTAURANT PERSONNEL INC,328.0,5.05,16972.73,15267.66,98.29,46.55,ESSP
RESTAURANT PERSONNEL INC,127.0,19.0,2482.7,304.0,21.94,2.39,ESSP
RESTAURANT PERSONNEL INC,258.0,15.0,11752.74,7916.87,76.24,30.69,ESSP
RESTAURANT PERSONNEL INC,267.0,6.0,6714.32,4577.0,42.29,17.14,ESSP
RESTAURANT PERSONNEL INC,557.0,5.05,19505.63,15482.54,62.82,27.8,ESSP
RESTAURANT PERSONNEL INC,58.0,5.1,1464.7,1167.97,45.39,20.14,ESSP
RESTAURANT PERSONNEL INC,403.0,5.05,12124.37,10054.52,55.03,24.95,ESSP
RESTAURANT PERSONNEL INC,366.0,21.0,9341.86,2214.88,31.58,6.05,ESSP
RESTAURANT PERSONNEL INC,187.0,8.0,3389.5,1896.0,28.26,10.14,ESSP
RESTAURANT PERSONNEL INC,478.0,25.0,28977.72,15760.39,93.59,32.97,ESSP
RESTAURANT PERSONNEL INC,105.0,6.0,3503.15,1896.0,51.42,18.06,ESSP
RESTAURANT PERSONNEL INC,332.0,18.0,9455.87,1938.41,34.32,5.84,ESSP
RESTAURANT PERSONNEL INC,409.0,5.05,21459.15,17520.36,95.3,42.84,ESSP
RESTAURANT PERSONNEL INC,365.0,5.05,15302.72,12883.08,77.22,35.3,ESSP
RESTAURANT PERSONNEL INC,164.0,5.05,5899.7,4678.19,64.5,28.53,ESSP
RESTAURANT PERSONNEL INC,300.0,18.0,5953.53,541.0,21.65,1.8,ESSP
RESTAURANT PERSONNEL INC,439.0,5.05,12303.84,9487.6,49.64,21.61,ESSP
RESTAURANT PERSONNEL INC,38.0,6.0,872.32,643.0,39.88,16.92,ESSP
RESTAURANT PERSONNEL INC,386.0,5.05,12550.67,10306.32,59.22,26.7,ESSP
RESTAURANT PERSONNEL INC,485.0,15.0,11274.97,4733.35,33.01,9.76,ESSP
RESTAURANT PERSONNEL INC,473.0,5.05,21629.71,18954.62,85.8,40.07,ESSP
RESTAURANT PERSONNEL INC,42.0,5.05,3113.81,2859.0,142.21,68.07,ESSP
RESTAURANT PERSONNEL INC,245.0,20.0,5153.77,221.0,21.94,0.9,ESSP
RESTAURANT PERSONNEL INC,137.0,5.05,8695.17,7998.0,121.85,58.38,ESSP
RESTAURANT PERSONNEL INC,50.0,6.0,951.84,509.0,29.22,10.18,ESSP
RESTAURANT PERSONNEL INC,191.0,19.0,3223.78,125.0,17.53,0.65,ESSP
RESTAURANT PERSONNEL INC,404.0,5.05,18285.68,16075.48,85.05,39.79,ESSP
RESTAURANT PERSONNEL INC,97.0,5.05,5702.48,5171.0,112.1,53.31,ESSP
RESTAURANT PERSONNEL INC,578.0,5.05,27888.41,23055.51,88.14,39.89,ESSP
RESTAURANT PERSONNEL INC,370.0,5.05,16666.21,14763.2,84.94,39.9,ESSP
RESTAURANT PERSONNEL INC,446.0,5.05,20284.04,16583.95,82.66,37.18,ESSP
RESTAURANT PERSONNEL INC,181.0,5.05,7145.82,5953.0,72.37,32.89,ESSP
RESTAURANT PERSONNEL INC,476.0,15.0,9921.37,1268.04,23.51,2.66,ESSP
RESTAURANT PERSONNEL INC,329.0,21.0,5681.17,79.5,17.51,0.24,ESSP
RESTAURANT PERSONNEL INC,103.0,18.0,2020.07,139.43,20.97,1.35,ESSP
RESTAURANT PERSONNEL INC,463.0,5.05,14505.65,11600.22,56.38,25.05,ESSP
SPO-DBB-O-DEE LLC,148.0,7.0,1036.0,985.0,13.66,6.66,ESSP
SPO-DBB-O-DEE LLC,87.0,7.0,609.0,652.45,14.5,7.5,ESSP
SPO-DBB-O-DEE LLC,84.0,7.0,588.0,459.0,12.46,5.46,ESSP
SPO-DBB-O-DEE LLC,85.0,7.0,595.0,409.3,11.82,4.82,ESSP
SPO-DBB-O-DEE LLC,31.0,7.0,217.0,144.8,11.67,4.67,ESSP
SPO-DBB-O-DEE LLC,92.0,7.0,644.0,584.4,13.35,6.35,ESSP
RED BEAN SYSTEM IV INC,170.0,5.0,850.0,2569.0,20.11,15.11,ESSP
RED BEAN SYSTEM IV INC,790.0,11.91,9410.0,4150.0,17.16,5.25,ESSP
RED BEAN SYSTEM IV INC,100.0,5.0,500.0,1556.0,20.56,15.56,ESSP
LA PIQUETTE LLC,464.0,500.0,2320.0,21504.0,51.34,46.34,ESSP
LA PIQUETTE LLC,305.0,500.0,1523.0,10608.0,39.77,34.78,ESSP
LA PIQUETTE LLC,469.0,500.0,2345.0,21445.0,50.72,45.72,ESSP
LA PIQUETTE LLC,469.0,500.0,2344.0,19279.0,46.1,41.11,ESSP
LA PIQUETTE LLC,493.0,500.0,2465.0,20115.0,45.8,40.8,ESSP
LA PIQUETTE LLC,706.0,500.0,3895.0,18374.0,31.54,26.03,ESSP
LA PIQUETTE LLC,700.0,500.0,36.0,255.0,0.42,0.36,ESSP
LA PIQUETTE LLC,304.0,500.0,1520.0,21952.0,77.21,72.21,ESSP
LA PIQUETTE LLC,675.0,500.0,3663.0,18285.0,32.52,27.09,ESSP
BCB-H ST LLC,6.0,15.0,84.0,9.0,15.5,1.5,ESSP
BCB-H ST LLC,397.0,17.0,6048.0,1131.0,18.08,2.85,ESSP
BCB-H ST LLC,33.0,15.0,497.0,102.0,18.15,3.09,ESSP
BCB-H ST LLC,561.0,18.0,8511.0,1481.0,17.81,2.64,ESSP
BCB-H ST LLC,53.0,15.0,796.0,114.0,17.17,2.15,ESSP
BCB-H ST LLC,487.0,19.0,8663.0,1414.0,20.69,2.9,ESSP
BCB-H ST LLC,422.0,16.0,6537.0,1115.0,18.13,2.64,ESSP
BCB-H ST LLC,388.0,15.0,5869.0,1083.0,17.92,2.79,ESSP
BCB-H ST LLC,265.0,15.0,3979.0,784.0,17.97,2.96,ESSP
BCB-H ST LLC,306.0,16.0,4628.0,698.0,17.41,2.28,ESSP
BCB-H ST LLC,135.0,15.0,2023.0,390.0,17.87,2.89,ESSP
BCB-H ST LLC,27.0,15.0,401.0,65.0,17.26,2.41,ESSP
919 U STREET LLC,680.0,500.0,338.0,8977.0,13.7,13.2,ESSP
919 U STREET LLC,850.0,700.0,597.0,3756.0,5.12,4.42,ESSP
919 U STREET LLC,118.0,500.0,590.0,5093.0,48.16,43.16,ESSP
919 U STREET LLC,405.0,800.0,3240.0,8350.0,28.62,20.62,ESSP
919 U STREET LLC,202.0,700.0,1417.0,8052.0,46.88,39.86,ESSP
919 U STREET LLC,475.0,500.0,2443.0,20836.0,49.01,43.87,ESSP
919 U STREET LLC,325.0,500.0,1627.0,13306.0,45.95,40.94,ESSP
919 U STREET LLC,176.0,500.0,984.0,9706.0,60.74,55.15,ESSP
919 U STREET LLC,291.0,800.0,2433.0,9706.0,41.71,33.35,ESSP
919 U STREET LLC,600.0,500.0,30.0,16643.0,27.79,27.74,ESSP
919 U STREET LLC,520.0,500.0,259.0,2396.0,5.11,4.61,ESSP
919 U STREET LLC,358.0,700.0,2508.0,10102.0,35.22,28.22,ESSP
919 U STREET LLC,410.0,500.0,203.0,1751.0,4.77,4.27,ESSP
919 U STREET LLC,840.0,500.0,419.0,2113.0,3.01,2.52,ESSP
919 U STREET LLC,610.0,500.0,307.0,2575.0,4.72,4.22,ESSP
919 U STREET LLC,123.0,500.0,613.0,5191.0,47.19,42.2,ESSP
919 U STREET LLC,258.0,500.0,1290.0,11028.0,47.74,42.74,ESSP
919 U STREET LLC,176.0,500.0,881.0,8358.0,52.49,47.49,ESSP
919 U STREET LLC,290.0,500.0,1449.0,12358.0,47.61,42.61,ESSP
919 U STREET LLC,880.0,700.0,618.0,3389.0,4.55,3.85,ESSP
919 U STREET LLC,462.0,500.0,2319.0,31612.0,73.44,68.42,ESSP
919 U STREET LLC,192.0,700.0,1347.0,7153.0,44.27,37.26,ESSP
919 U STREET LLC,380.0,800.0,306.0,846.0,3.03,2.23,ESSP
SUGAR DADDYS BAKERY LLC,368.0,16.0,5781.91,2014.78,21.19,5.47,ESSP
SUGAR DADDYS BAKERY LLC,515.0,17.0,9078.61,5526.23,28.36,10.73,ESSP
SUGAR DADDYS BAKERY LLC,624.0,22.0,13540.25,438.5,22.4,0.7,ESSP
SUGAR DADDYS BAKERY LLC,881.0,15.0,15730.37,523.5,18.45,0.59,ESSP
SUGAR DADDYS BAKERY LLC,382.0,15.0,5667.41,3554.48,24.14,9.3,ESSP
SUGAR DADDYS BAKERY LLC,914.0,18.0,19633.68,523.5,22.05,0.57,ESSP
SUGAR DADDYS BAKERY LLC,380.0,16.0,6083.84,5830.31,31.35,15.34,ESSP
SUGAR DADDYS BAKERY LLC,752.0,17.0,14486.23,523.5,19.96,0.7,ESSP
REMARKABLE BREADS LLC,223.0,200.0,2679.0,3444.0,27.46,15.44,ESSP
REMARKABLE BREADS LLC,440.0,900.0,397.0,690.0,2.47,1.57,ESSP
REMARKABLE BREADS LLC,115.0,950.0,1096.0,1709.0,24.39,14.86,ESSP
REMARKABLE BREADS LLC,160.0,50.0,1680.0,2431.0,25.69,15.19,ESSP
REMARKABLE BREADS LLC,314.0,975.0,3058.0,5156.0,26.16,16.42,ESSP
REMARKABLE BREADS LLC,155.0,950.0,1470.0,2205.0,23.71,14.23,ESSP
REMARKABLE BREADS LLC,740.0,900.0,662.0,1099.0,2.38,1.49,ESSP
REMARKABLE BREADS LLC,147.0,950.0,1398.0,2453.0,26.2,16.69,ESSP
REMARKABLE BREADS LLC,322.0,950.0,3058.0,4889.0,24.68,15.18,ESSP
REMARKABLE BREADS LLC,160.0,900.0,144.0,208.0,2.2,1.3,ESSP
REMARKABLE BREADS LLC,300.0,950.0,285.0,515.0,2.67,1.72,ESSP
REMARKABLE BREADS LLC,442.0,250.0,5532.0,6946.0,28.23,15.71,ESSP
REMARKABLE BREADS LLC,104.0,950.0,1008.0,1551.0,24.61,14.91,ESSP
REMARKABLE BREADS LLC,217.0,950.0,2063.0,3271.0,24.58,15.07,ESSP
REMARKABLE BREADS LLC,124.0,950.0,1177.0,1816.0,24.14,14.65,ESSP
REMARKABLE BREADS LLC,355.0,900.0,3198.0,5542.0,24.62,15.61,ESSP
REMARKABLE BREADS LLC,447.0,375.0,6175.0,6657.0,28.71,14.89,ESSP
REMARKABLE BREADS LLC,182.0,900.0,1637.0,2283.0,21.54,12.54,ESSP
REMARKABLE BREADS LLC,171.0,950.0,1626.0,2704.0,25.32,15.81,ESSP
REMARKABLE BREADS LLC,406.0,950.0,3861.0,5988.0,24.26,14.75,ESSP
REMARKABLE BREADS LLC,530.0,950.0,507.0,711.0,2.3,1.34,ESSP
REMARKABLE BREADS LLC,243.0,950.0,2305.0,3690.0,24.67,15.19,ESSP
REMARKABLE BREADS LLC,110.0,200.0,1315.0,1705.0,27.45,15.5,ESSP
REMARKABLE BREADS LLC,650.0,150.0,749.0,1043.0,2.76,1.6,ESSP
REMARKABLE BREADS LLC,159.0,950.0,1508.0,2329.0,24.13,14.65,ESSP
REMARKABLE BREADS LLC,990.0,950.0,943.0,1576.0,2.54,1.59,ESSP
REMARKABLE BREADS LLC,339.0,950.0,3219.0,4754.0,23.52,14.02,ESSP
REMARKABLE BREADS LLC,189.0,950.0,1797.0,2754.0,24.08,14.57,ESSP
REMARKABLE BREADS LLC,114.0,950.0,1084.0,1667.0,24.13,14.62,ESSP
REMARKABLE BREADS LLC,450.0,950.0,430.0,619.0,2.33,1.38,ESSP
REMARKABLE BREADS LLC,469.0,950.0,4463.0,7014.0,24.47,14.96,ESSP
REMARKABLE BREADS LLC,132.0,900.0,1184.0,1769.0,22.37,13.4,ESSP
REMARKABLE BREADS LLC,244.0,375.0,3395.0,4759.0,33.42,19.5,ESSP
CITYMARKET HOTEL DEVELOPMENT LLC,64.0,11.75,752.0,341.0,17.08,5.33,ESSP
CITYMARKET HOTEL DEVELOPMENT LLC,35.0,12.47,433.0,390.0,23.51,11.14,ESSP
CITYMARKET HOTEL DEVELOPMENT LLC,48.0,12.1,576.0,390.0,20.13,8.13,ESSP
GO BENTO LLC,49.0,15.0,813.75,74.87,18.14,1.53,ESSP
GO BENTO LLC,196.0,15.0,3297.95,362.77,18.68,1.85,ESSP
GO BENTO LLC,520.0,15.0,8775.0,965.25,18.73,1.86,ESSP
GO BENTO LLC,238.0,15.0,4061.65,487.4,19.11,2.05,ESSP
GO BENTO LLC,167.0,15.0,2508.0,342.0,17.07,2.05,ESSP
GO BENTO LLC,26.0,15.0,440.25,39.6,18.46,1.52,ESSP
GCDC LLC,700.0,600.0,421.0,719.0,1.63,1.03,ESSP
DC HARVEST,147.0,500.0,733.0,5755.0,44.14,39.15,ESSP
DC HARVEST,240.0,500.0,122.0,818.0,3.92,3.41,ESSP
DC HARVEST,770.0,500.0,386.0,2716.0,4.03,3.53,ESSP
DC HARVEST,118.0,500.0,588.0,5247.0,49.45,44.47,ESSP
DC HARVEST,130.0,500.0,66.0,566.0,4.86,4.35,ESSP
DC HARVEST,520.0,500.0,262.0,1505.0,3.4,2.89,ESSP
DC HARVEST,100.0,500.0,52.0,109.0,1.61,1.09,ESSP
DC HARVEST,720.0,500.0,358.0,2658.0,4.19,3.69,ESSP
DC HARVEST,302.0,500.0,1509.0,11713.0,43.78,38.78,ESSP
DC HARVEST,560.0,500.0,226.0,2008.0,3.99,3.59,ESSP
DC HARVEST,281.0,500.0,1407.0,3695.0,18.16,13.15,ESSP
AL'S MARKET LLC,346.0,10.0,3460.4,6821.09,29.72,19.71,ESSP
AL'S MARKET LLC,480.0,10.0,4799.2,9860.48,30.54,20.54,ESSP
AL'S MARKET LLC,86.0,10.0,857.6,1737.14,30.17,20.2,ESSP
AL'S MARKET LLC,35.0,10.0,349.7,209.64,15.98,5.99,ESSP
AL'S MARKET LLC,98.0,10.0,981.2,1920.92,29.61,19.6,ESSP
