emp_name,hours_worked,hourly_rate_emp,total_wage,total_tips,hourly_rate_avg,tips_avg,source
FT MARE DC LLC / Fiola Mare,372.09,5.0,1860.45,28748.29,82.26,77.26,Manual
FT MARE DC LLC / Fiola Mare,328.87,12.5,4110.88,0.0,12.5,0.0,Manual
FT MARE DC LLC / Fiola Mare,100.94,20.0,2018.8,0.0,20.0,0.0,Manual
FT MARE DC LLC / Fiola Mare,0.75,22.5,16.88,0.0,22.5,0.0,Manual
FT MARE DC LLC / Fiola Mare,29.4,15.0,441.0,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,300.59,5.0,1502.95,10285.73,39.22,34.22,Manual
FT DEL MAR DC LLC / Del Mar,10.3,12.5,128.75,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,21.56,15.0,323.4,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,101.79,5.0,508.95,8794.59,91.4,86.4,Manual
FT DEL MAR DC LLC / Del Mar,77.57,7.0,542.99,0.0,7.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,19.41,12.5,242.63,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,19.87,14.5,288.12,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,12.95,15.0,194.25,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,25.56,5.0,127.8,814.16,36.85,31.85,Manual
FT DEL MAR DC LLC / Del Mar,36.73,15.0,550.95,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,175.23,5.0,876.15,4426.81,30.26,25.26,Manual
FT DEL MAR DC LLC / Del Mar,0.81,12.5,10.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,9.38,15.0,140.7,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,127.91,5.0,639.55,4048.57,36.65,31.65,Manual
FT DEL MAR DC LLC / Del Mar,42.5,15.0,637.5,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,56.36,7.0,394.52,2069.0,43.71,36.71,Manual
FT DEL MAR DC LLC / Del Mar,6.59,14.5,95.56,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,60.16,15.0,902.4,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,25.98,15.0,389.7,377.84,29.54,14.54,Manual
FT DEL MAR DC LLC / Del Mar,30.26,7.5,226.95,0.0,7.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,339.11,5.0,1695.55,11196.67,38.02,33.02,Manual
FT DEL MAR DC LLC / Del Mar,19.77,12.5,247.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,9.76,15.0,146.4,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,255.81,5.0,1279.05,11555.1,50.17,45.17,Manual
FT DEL MAR DC LLC / Del Mar,77.34,7.0,541.38,0.0,7.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,8.88,12.5,111.0,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,9.73,14.5,141.09,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,72.53,15.0,1087.95,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,24.43,7.0,171.01,1200.94,56.16,49.16,Manual
FT DEL MAR DC LLC / Del Mar,1.42,15.0,21.3,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,182.57,5.0,912.85,8112.51,49.44,44.44,Manual
FT DEL MAR DC LLC / Del Mar,40.84,12.5,510.5,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,0.68,22.5,15.3,0.0,22.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,18.68,15.0,280.2,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,19.94,5.0,99.7,564.58,33.31,28.31,Manual
FT DEL MAR DC LLC / Del Mar,58.84,15.0,882.6,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,290.27,5.0,1451.35,9510.58,37.76,32.76,Manual
FT DEL MAR DC LLC / Del Mar,28.72,15.0,430.8,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,23.4,7.0,163.8,939.36,47.14,40.14,Manual
FT DEL MAR DC LLC / Del Mar,6.89,14.5,99.91,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,52.38,15.0,785.7,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,321.53,5.0,1607.65,10807.06,38.61,33.61,Manual
FT DEL MAR DC LLC / Del Mar,19.77,12.5,247.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,20.3,15.0,304.5,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,318.42,5.0,1592.1,11631.53,41.53,36.53,Manual
FT DEL MAR DC LLC / Del Mar,35.49,12.5,443.63,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,21.2,15.0,318.0,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,0.31,22.5,6.98,0.0,22.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,259.36,16.0,4149.76,5919.38,38.82,22.82,Manual
FT DEL MAR DC LLC / Del Mar,0.13,24.0,3.12,0.0,24.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,369.83,5.0,1849.15,6832.67,23.48,18.48,Manual
FT DEL MAR DC LLC / Del Mar,64.35,7.5,482.63,0.0,7.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,10.0,12.5,125.0,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,40.22,15.0,603.3,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,5.88,7.5,44.1,56.19,17.06,9.56,Manual
FT DEL MAR DC LLC / Del Mar,13.85,15.0,207.75,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,113.96,5.0,569.8,1738.27,20.25,15.25,Manual
FT DEL MAR DC LLC / Del Mar,163.85,15.0,2457.75,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,150.04,5.0,750.2,2318.78,20.45,15.45,Manual
FT DEL MAR DC LLC / Del Mar,1.56,12.5,19.5,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,122.5,5.0,612.5,1941.53,20.85,15.85,Manual
FT DEL MAR DC LLC / Del Mar,14.0,15.0,210.0,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,304.23,5.0,1521.15,8770.89,33.83,28.83,Manual
FT DEL MAR DC LLC / Del Mar,62.31,6.0,373.86,0.0,6.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,28.77,8.5,244.55,0.0,8.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,0.57,12.5,7.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,0.34,22.5,7.65,0.0,22.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,52.01,15.0,780.15,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,418.79,5.0,2093.95,7610.29,23.17,18.17,Manual
FT DEL MAR DC LLC / Del Mar,65.88,7.5,494.1,0.0,7.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,6.28,15.0,94.2,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,7.21,12.5,90.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,340.1,5.0,1700.5,5449.3,21.02,16.02,Manual
FT DEL MAR DC LLC / Del Mar,8.59,15.0,128.85,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,229.53,5.0,1147.65,14338.24,67.47,62.47,Manual
FT DEL MAR DC LLC / Del Mar,53.94,8.0,431.52,0.0,8.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,52.36,9.0,471.24,0.0,9.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,47.61,12.5,595.13,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,7.21,15.5,111.76,0.0,15.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,22.97,16.5,379.01,0.0,16.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,111.98,15.0,1679.7,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,39.27,18.0,706.86,0.0,18.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,19.65,5.0,98.25,380.91,24.38,19.38,Manual
FT DEL MAR DC LLC / Del Mar,5.08,15.0,76.2,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,389.45,5.0,1947.25,7702.69,24.78,19.78,Manual
FT DEL MAR DC LLC / Del Mar,65.15,7.5,488.63,0.0,7.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,12.5,12.5,156.25,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,24.01,15.0,360.15,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,407.96,5.0,2039.8,7465.22,23.3,18.3,Manual
FT DEL MAR DC LLC / Del Mar,49.79,7.5,373.43,0.0,7.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,26.3,12.5,328.75,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,41.9,15.0,628.5,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,67.67,7.5,507.53,989.91,22.13,14.63,Manual
FT DEL MAR DC LLC / Del Mar,18.66,15.0,279.9,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,214.9,5.0,1074.5,7424.33,39.55,34.55,Manual
FT DEL MAR DC LLC / Del Mar,64.86,6.0,389.16,0.0,6.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,71.95,8.5,611.58,0.0,8.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,3.1,15.0,46.5,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,190.18,5.0,950.9,10781.7,61.69,56.69,Manual
FT DEL MAR DC LLC / Del Mar,54.45,6.0,326.7,0.0,6.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,0.02,13.5,0.27,0.0,13.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,4.11,14.5,59.6,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,101.36,7.0,709.52,0.0,7.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,55.25,15.0,828.75,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,268.42,5.0,1342.1,8407.99,36.32,31.32,Manual
FT DEL MAR DC LLC / Del Mar,109.91,11.0,1209.01,0.0,11.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,5.65,15.0,84.75,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,285.66,5.0,1428.3,9971.5,39.91,34.91,Manual
FT DEL MAR DC LLC / Del Mar,29.72,6.0,178.32,0.0,6.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,9.27,14.5,134.42,0.0,14.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,62.83,7.0,439.81,0.0,7.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,55.51,15.0,832.65,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,65.3,8.0,522.4,4412.18,75.57,67.57,Manual
FT DEL MAR DC LLC / Del Mar,10.6,15.5,164.3,0.0,15.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,55.0,5.0,275.0,0.0,5.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,6.95,15.0,104.25,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,334.83,5.0,1674.15,16340.08,53.8,48.8,Manual
FT DEL MAR DC LLC / Del Mar,142.64,12.5,1783.0,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,6.61,20.0,132.2,0.0,20.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,23.56,12.5,294.5,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,16.17,15.0,242.55,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,331.93,5.0,1659.65,21606.64,70.09,65.09,Manual
FT DEL MAR DC LLC / Del Mar,154.93,8.0,1239.44,0.0,8.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,35.33,12.5,441.63,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,43.06,15.0,645.9,0.0,15.0,0.0,Manual
FT DEL MAR DC LLC / Del Mar,333.57,5.0,1667.85,5955.06,22.85,17.85,Manual
FT DEL MAR DC LLC / Del Mar,13.16,12.5,164.5,0.0,12.5,0.0,Manual
FT DEL MAR DC LLC / Del Mar,20.74,15.0,311.1,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",130.83,5.0,654.15,3659.09,32.97,27.97,Manual
"FT Casaluca DC II, LLC / Sfoglina",267.95,5.0,1339.75,12098.59,50.15,45.15,Manual
"FT Casaluca DC II, LLC / Sfoglina",79.2,6.0,475.2,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",4.83,12.5,60.38,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",0.13,13.5,1.76,0.0,13.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",1.93,15.0,28.95,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",131.98,5.0,659.9,8005.66,65.66,60.66,Manual
"FT Casaluca DC II, LLC / Sfoglina",78.05,6.0,468.3,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",4.88,12.5,61.0,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",7.39,13.5,99.77,0.0,13.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",20.73,15.0,310.95,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",296.93,5.0,1484.65,13093.77,49.1,44.1,Manual
"FT Casaluca DC II, LLC / Sfoglina",70.25,6.0,421.5,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",6.97,15.0,104.55,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",402.5,5.0,2012.5,17935.28,49.56,44.56,Manual
"FT Casaluca DC II, LLC / Sfoglina",79.74,6.0,478.44,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",29.16,12.5,364.5,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",7.4,13.5,99.9,0.0,13.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",5.5,24.0,132.0,0.0,24.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",12.35,12.0,148.2,0.0,12.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",2.23,15.0,33.45,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",21.38,16.0,342.08,0.0,16.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",313.09,5.0,1565.45,13877.34,49.32,44.32,Manual
"FT Casaluca DC II, LLC / Sfoglina",79.12,6.0,474.72,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",9.87,12.5,123.38,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",1.65,13.5,22.28,0.0,13.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",28.06,15.0,420.9,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",13.05,5.0,65.25,353.06,32.05,27.05,Manual
"FT Casaluca DC II, LLC / Sfoglina",380.5,5.0,1902.5,17310.5,50.49,45.49,Manual
"FT Casaluca DC II, LLC / Sfoglina",80.0,6.0,480.0,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",4.81,12.5,60.13,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",10.1,13.5,136.35,0.0,13.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",1.86,19.5,36.27,0.0,19.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",10.87,12.0,130.44,0.0,12.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",2.17,15.0,32.55,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",203.7,5.0,1018.5,6316.93,36.01,31.01,Manual
"FT Casaluca DC II, LLC / Sfoglina",39.79,7.0,278.53,0.0,7.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",2.21,15.0,33.15,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",93.17,5.0,465.85,2765.84,34.69,29.69,Manual
"FT Casaluca DC II, LLC / Sfoglina",66.74,7.0,467.18,0.0,7.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",0.7,15.0,10.5,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",35.82,5.0,179.1,1504.5,47.0,42.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",48.96,7.0,342.72,0.0,7.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",10.33,15.0,154.95,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",195.37,5.0,976.85,8388.45,47.94,42.94,Manual
"FT Casaluca DC II, LLC / Sfoglina",68.91,6.0,413.46,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",72.7,7.5,545.25,0.0,7.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",0.57,15.0,8.55,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",252.09,5.0,1260.45,10572.56,46.94,41.94,Manual
"FT Casaluca DC II, LLC / Sfoglina",71.7,6.0,430.2,0.0,6.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",74.58,7.5,559.35,0.0,7.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",4.7,15.0,70.5,0.0,15.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",316.85,5.0,1584.25,14001.95,49.19,44.19,Manual
"FT Casaluca DC II, LLC / Sfoglina",65.68,9.0,591.12,0.0,9.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",65.93,12.5,824.13,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",350.88,5.0,1754.4,16295.2,51.44,46.44,Manual
"FT Casaluca DC II, LLC / Sfoglina",77.98,10.0,779.8,0.0,10.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",84.79,12.5,1059.88,0.0,12.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",1.41,20.0,28.2,0.0,20.0,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",3.27,17.5,57.23,0.0,17.5,0.0,Manual
"FT Casaluca DC II, LLC / Sfoglina",3.76,15.0,56.4,0.0,15.0,0.0,Manual
Clyde's Management LLC,74.37,5.1,379.35,1301.2,22.6,17.5,Manual
Clyde's Management LLC,305.53,6.57,2007.81,4503.0,21.31,14.74,Manual
Clyde's Management LLC,181.08,5.0,905.4,5165.58,33.53,28.53,Manual
Clyde's Management LLC,444.64,5.97,2654.98,12945.64,35.09,29.11,Manual
Clyde's Management LLC,189.97,5.73,1088.5,3370.48,23.47,17.74,Manual
Clyde's Management LLC,76.61,5.0,383.05,1949.28,30.44,25.44,Manual
Clyde's Management LLC,16.78,5.0,83.9,168.0,15.01,10.01,Manual
Clyde's Management LLC,249.8,11.86,2963.85,1626.25,18.38,6.51,Manual
Clyde's Management LLC,43.1,5.0,215.5,704.88,21.35,16.35,Manual
Clyde's Management LLC,397.85,5.71,2271.84,10658.22,32.5,26.79,Manual
Clyde's Management LLC,207.15,6.58,1362.53,2645.0,19.35,12.77,Manual
Clyde's Management LLC,332.09,5.9,1960.18,8634.88,31.9,26.0,Manual
Clyde's Management LLC,88.02,13.95,1228.03,646.75,21.3,7.35,Manual
Clyde's Management LLC,164.89,6.63,1092.41,1946.0,18.43,11.8,Manual
Clyde's Management LLC,455.5,5.43,2474.39,13700.7,35.51,30.08,Manual
Clyde's Management LLC,158.13,8.28,1309.93,4738.05,38.25,29.96,Manual
Clyde's Management LLC,138.04,8.81,1215.47,2603.06,27.66,18.86,Manual
Clyde's Management LLC,322.42,6.73,2169.92,4421.0,20.44,13.71,Manual
Clyde's Management LLC,82.48,8.97,739.5,1349.63,25.33,16.36,Manual
Clyde's Management LLC,253.77,5.05,1281.85,6132.26,29.22,24.16,Manual
Clyde's Management LLC,17.88,8.25,147.51,405.33,30.92,22.67,Manual
Clyde's Management LLC,423.58,5.54,2348.71,8849.84,26.44,20.89,Manual
Clyde's Management LLC,41.24,5.85,241.2,545.0,19.06,13.22,Manual
Clyde's Management LLC,68.97,5.0,344.85,1927.5,32.95,27.95,Manual
Clyde's Management LLC,363.91,6.92,2516.62,4574.0,19.48,12.57,Manual
Clyde's Management LLC,319.66,6.48,2071.32,5142.85,22.57,16.09,Manual
Clyde's Management LLC,472.14,5.32,2511.98,9802.0,26.08,20.76,Manual
Clyde's Management LLC,445.37,5.26,2343.56,12275.57,32.82,27.56,Manual
Clyde's Management LLC,442.88,5.14,2278.54,12053.75,32.36,27.22,Manual
Clyde's Management LLC,60.87,8.19,498.79,1780.04,37.44,29.24,Manual
Clyde's Management LLC,150.74,10.39,1565.71,1317.0,19.12,8.74,Manual
Clyde's Management LLC,288.96,5.08,1467.75,4808.0,21.72,16.64,Manual
Clyde's Management LLC,132.12,5.0,660.6,2416.41,23.29,18.29,Manual
Clyde's Management LLC,104.32,5.0,521.6,2196.2,26.05,21.05,Manual
Clyde's Management LLC,260.81,10.37,2704.78,5805.36,32.63,22.26,Manual
Clyde's Management LLC,278.04,5.43,1509.38,6885.77,30.19,24.77,Manual
Clyde's Management LLC,258.87,7.4,1915.3,3903.8,22.48,15.08,Manual
Clyde's Management LLC,305.88,6.5,1987.34,4465.92,21.1,14.6,Manual
Clyde's Management LLC,645.37,6.92,4467.13,9899.75,22.26,15.34,Manual
Clyde's Management LLC,414.84,6.8,2819.79,5335.0,19.66,12.86,Manual
Clyde's Management LLC,368.19,5.12,1884.7,11115.23,35.31,30.19,Manual
Clyde's Management LLC,273.08,5.22,1425.4,5004.0,23.54,18.32,Manual
Clyde's Management LLC,200.98,6.5,1307.16,3090.41,21.88,15.38,Manual
Clyde's Management LLC,39.0,11.16,435.2,201.0,16.31,5.15,Manual
Clyde's Management LLC,97.88,10.56,1033.4,986.86,20.64,10.08,Manual
Clyde's Management LLC,45.92,5.0,229.6,1198.35,31.1,26.1,Manual
Clyde's Management LLC,167.74,5.0,838.7,7006.0,46.77,41.77,Manual
Clyde's Management LLC,413.34,5.24,2164.51,15260.71,42.16,36.92,Manual
Clyde's Management LLC,76.57,13.09,1002.05,286.0,16.82,3.74,Manual
Clyde's Management LLC,191.34,5.88,1125.89,5104.0,32.56,26.68,Manual
Clyde's Management LLC,315.01,5.19,1635.05,6614.0,26.19,21.0,Manual
Clyde's Management LLC,113.56,9.94,1129.34,706.0,16.16,6.22,Manual
Clyde's Management LLC,66.65,7.0,466.55,1055.0,22.83,15.83,Manual
Clyde's Management LLC,214.93,5.0,1074.65,5341.0,29.85,24.85,Manual
Clyde's Management LLC,391.42,6.79,2659.42,6178.69,22.58,15.79,Manual
Clyde's Management LLC,375.37,5.11,1917.65,8396.0,27.48,22.37,Manual
Clyde's Management LLC,280.5,6.67,1871.96,4743.25,23.58,16.91,Manual
Clyde's Management LLC,140.35,5.23,733.55,3816.23,32.42,27.19,Manual
Clyde's Management LLC,245.91,5.3,1302.75,4081.75,21.9,16.6,Manual
Clyde's Management LLC,212.02,5.28,1120.1,5516.0,31.3,26.02,Manual
Clyde's Management LLC,335.13,5.53,1854.01,8035.0,29.51,23.98,Manual
Clyde's Management LLC,263.29,6.75,1776.12,4049.46,22.13,15.38,Manual
Clyde's Management LLC,349.42,6.26,2186.48,6240.79,24.12,17.86,Manual
Clyde's Management LLC,147.9,5.47,809.5,3275.0,27.62,22.14,Manual
Clyde's Management LLC,386.39,5.49,2122.83,10920.5,33.76,28.26,Manual
Clyde's Management LLC,82.57,6.16,508.27,1045.35,18.82,12.66,Manual
Clyde's Management LLC,205.47,8.2,1684.1,6112.25,37.94,29.75,Manual
Clyde's Management LLC,150.2,5.7,855.95,3345.48,27.97,22.27,Manual
Clyde's Management LLC,225.06,5.26,1184.1,5634.33,30.3,25.03,Manual
Clyde's Management LLC,432.9,5.72,2476.08,9602.66,27.9,22.18,Manual
Clyde's Management LLC,28.97,13.91,402.83,184.46,20.27,6.37,Manual
Clyde's Management LLC,259.3,5.05,1309.5,7072.88,32.33,27.28,Manual
Clyde's Management LLC,332.0,5.0,1660.0,8418.57,30.36,25.36,Manual
Clyde's of Georgetown LLC,452.36,6.2,2805.04,11365.44,31.33,25.12,Manual
Clyde's of Georgetown LLC,300.01,5.31,1592.03,8223.0,32.72,27.41,Manual
Clyde's of Georgetown LLC,434.54,5.7,2475.33,9705.14,28.03,22.33,Manual
Clyde's of Georgetown LLC,582.63,6.54,3809.64,13550.98,29.8,23.26,Manual
Clyde's of Georgetown LLC,450.69,5.33,2404.36,11407.27,30.65,25.31,Manual
Clyde's of Georgetown LLC,112.62,9.82,1105.8,1305.98,21.42,11.6,Manual
Clyde's of Georgetown LLC,376.99,5.66,2135.51,8711.48,28.77,23.11,Manual
Clyde's of Georgetown LLC,85.0,11.19,951.3,508.89,17.18,5.99,Manual
Clyde's of Georgetown LLC,101.81,5.72,582.38,2768.87,32.92,27.2,Manual
Clyde's of Georgetown LLC,501.19,6.26,3138.59,9844.55,25.9,19.64,Manual
Clyde's of Georgetown LLC,79.89,5.0,399.45,2653.65,38.22,33.22,Manual
Clyde's of Georgetown LLC,436.81,5.76,2517.66,6421.24,20.46,14.7,Manual
Clyde's of Georgetown LLC,426.08,5.56,2370.29,10775.86,30.85,25.29,Manual
Clyde's of Georgetown LLC,370.38,5.06,1874.63,9999.54,32.06,27.0,Manual
Clyde's of Georgetown LLC,132.62,9.06,1201.53,1720.83,22.04,12.98,Manual
Clyde's of Georgetown LLC,306.13,5.0,1530.65,8905.39,34.09,29.09,Manual
Clyde's of Georgetown LLC,94.95,5.0,474.75,3988.86,47.01,42.01,Manual
Clyde's of Georgetown LLC,323.87,5.79,1876.0,8374.09,31.65,25.86,Manual
Clyde's of Georgetown LLC,481.81,5.89,2839.4,11325.67,29.4,23.51,Manual
Clyde's of Georgetown LLC,100.47,5.0,502.35,2736.5,32.24,27.24,Manual
Clyde's of Georgetown LLC,174.08,11.84,2060.25,716.76,15.95,4.12,Manual
Clyde's of Georgetown LLC,338.88,6.58,2228.46,3465.98,16.8,10.23,Manual
Clyde's of Georgetown LLC,346.18,5.1,1766.38,8979.41,31.04,25.94,Manual
Clyde's of Georgetown LLC,313.48,6.88,2157.7,3748.69,18.84,11.96,Manual
Clyde's of Georgetown LLC,236.01,5.0,1180.05,8865.71,42.56,37.56,Manual
Clyde's of Georgetown LLC,227.63,5.0,1138.15,3928.64,22.26,17.26,Manual
Clyde's of Georgetown LLC,504.65,5.66,2855.66,10976.45,27.41,21.75,Manual
Clyde's of Georgetown LLC,455.38,5.7,2596.01,9947.33,27.54,21.84,Manual
Clyde's of Georgetown LLC,211.39,7.73,1633.63,1866.21,16.56,8.83,Manual
Clyde's of Georgetown LLC,100.28,9.04,906.4,1601.14,25.01,15.97,Manual
Clyde's of Georgetown LLC,352.06,5.87,2065.71,10911.77,36.86,30.99,Manual
